year,month,day,dayofweek,main_sum,main_range,main_even_count,main_high_count,stars_sum,stars_even_count,jackpot_val,main_any_days_since_seen_avg,star_any_days_since_seen_avg,N1_lag1,N1_lag2,N1_lag3,N2_lag1,N2_lag2,N2_lag3,N3_lag1,N3_lag2,N3_lag3,N4_lag1,N4_lag2,N4_lag3,N5_lag1,N5_lag2,N5_lag3,E1_lag1,E1_lag2,E1_lag3,E2_lag1,E2_lag2,E2_lag3,N1_days_since_seen,N2_days_since_seen,N3_days_since_seen,N4_days_since_seen,N5_days_since_seen,E1_days_since_seen,E2_days_since_seen,N1_rolling_unique_10,N1_rolling_unique_25,N1_rolling_unique_50,N2_rolling_unique_10,N2_rolling_unique_25,N2_rolling_unique_50,N3_rolling_unique_10,N3_rolling_unique_25,N3_rolling_unique_50,N4_rolling_unique_10,N4_rolling_unique_25,N4_rolling_unique_50,N5_rolling_unique_10,N5_rolling_unique_25,N5_rolling_unique_50,E1_rolling_unique_10,E1_rolling_unique_25,E1_rolling_unique_50,E2_rolling_unique_10,E2_rolling_unique_25,E2_rolling_unique_50,target_N1,target_N2,target_N3,target_N4,target_N5,target_E1,target_E2
2010,9,17,4,161,33,2,4,4,0,15000000,51.8,31.5,17.0,13.0,1.0,21.0,24.0,6.0,35.0,26.0,13.0,41.0,47.0,30.0,45.0,49.0,49.0,1.0,4.0,1.0,5.0,8.0,9.0,7.0,28.0,245.0,119.0,119.0,7.0,126.0,7.0,12.0,19.0,9.0,17.0,28.0,9.0,18.0,27.0,10.0,17.0,24.0,7.0,14.0,16.0,5.0,7.0,8.0,6.0,8.0,8.0,1.0,4.0,16.0,40.0,48.0,1.0,9.0
2010,9,24,4,109,47,4,2,10,0,28000000,173.6,17.5,17.0,17.0,13.0,27.0,21.0,24.0,29.0,35.0,26.0,38.0,41.0,47.0,50.0,45.0,49.0,1.0,1.0,4.0,3.0,5.0,8.0,28.0,56.0,399.0,35.0,581.0,7.0,28.0,6.0,12.0,19.0,8.0,16.0,28.0,9.0,19.0,28.0,9.0,17.0,24.0,8.0,15.0,17.0,4.0,7.0,8.0,6.0,8.0,8.0,1.0,4.0,6.0,27.0,48.0,1.0,6.0
2010,10,1,4,86,47,3,2,7,1,100000000,14.0,24.5,1.0,17.0,17.0,4.0,27.0,21.0,16.0,29.0,35.0,40.0,38.0,41.0,48.0,50.0,45.0,1.0,1.0,1.0,9.0,3.0,5.0,7.0,7.0,1463.0,273.0,7.0,7.0,42.0,6.0,12.0,19.0,7.0,16.0,27.0,10.0,19.0,29.0,9.0,17.0,23.0,7.0,15.0,17.0,3.0,7.0,8.0,6.0,8.0,8.0,9.0,30.0,35.0,39.0,46.0,6.0,8.0
2010,10,8,4,159,37,2,4,14,2,129000000,54.6,21.0,1.0,1.0,17.0,4.0,4.0,27.0,6.0,16.0,29.0,27.0,40.0,38.0,48.0,48.0,50.0,1.0,1.0,1.0,6.0,9.0,3.0,91.0,294.0,28.0,91.0,77.0,168.0,35.0,6.0,12.0,19.0,8.0,16.0,27.0,9.0,18.0,28.0,9.0,16.0,23.0,7.0,14.0,17.0,4.0,7.0,8.0,6.0,8.0,8.0,2.0,31.0,36.0,38.0,43.0,3.0,7.0
2010,10,15,4,150,41,3,4,10,0,15000000,92.4,45.5,9.0,1.0,1.0,30.0,4.0,4.0,35.0,6.0,16.0,39.0,27.0,40.0,46.0,48.0,48.0,6.0,1.0,1.0,8.0,6.0,9.0,119.0,238.0,105.0,28.0,203.0,84.0,63.0,7.0,12.0,19.0,8.0,16.0,26.0,9.0,17.0,28.0,8.0,16.0,23.0,8.0,15.0,17.0,5.0,7.0,8.0,6.0,8.0,8.0,4.0,5.0,9.0,11.0,39.0,3.0,5.0
2010,10,29,4,132,26,5,2,17,1,15000000,140.0,28.0,4.0,2.0,9.0,5.0,31.0,30.0,9.0,36.0,35.0,11.0,38.0,39.0,39.0,43.0,46.0,3.0,3.0,6.0,5.0,7.0,8.0,1421.0,448.0,448.0,133.0,70.0,126.0,35.0,7.0,12.0,20.0,9.0,18.0,26.0,9.0,19.0,30.0,9.0,16.0,24.0,8.0,13.0,17.0,5.0,7.0,8.0,6.0,8.0,8.0,21.0,23.0,33.0,40.0,50.0,4.0,5.0
2010,11,5,4,167,29,2,3,9,1,28000000,103.6,38.5,16.0,4.0,2.0,20.0,5.0,31.0,22.0,9.0,36.0,32.0,11.0,38.0,42.0,39.0,43.0,8.0,3.0,3.0,9.0,5.0,7.0,490.0,385.0,238.0,42.0,49.0,63.0,14.0,8.0,13.0,21.0,9.0,19.0,27.0,9.0,20.0,30.0,8.0,15.0,24.0,8.0,13.0,17.0,5.0,7.0,8.0,6.0,8.0,8.0,7.0,19.0,23.0,29.0,47.0,1.0,6.0
2010,11,12,4,125,40,0,2,7,1,15000000,96.6,38.5,21.0,16.0,4.0,23.0,20.0,5.0,33.0,22.0,9.0,40.0,32.0,11.0,50.0,42.0,39.0,4.0,8.0,3.0,5.0,9.0,5.0,175.0,175.0,217.0,98.0,91.0,42.0,42.0,8.0,13.0,21.0,9.0,19.0,27.0,9.0,20.0,30.0,8.0,15.0,23.0,8.0,13.0,17.0,5.0,7.0,8.0,6.0,8.0,8.0,12.0,15.0,32.0,36.0,45.0,7.0,9.0
2010,11,19,4,140,33,3,3,16,0,29000000,72.8,28.0,7.0,21.0,16.0,19.0,23.0,20.0,23.0,33.0,22.0,29.0,40.0,32.0,47.0,50.0,42.0,1.0,4.0,8.0,6.0,5.0,9.0,140.0,371.0,336.0,161.0,70.0,126.0,21.0,9.0,13.0,20.0,9.0,20.0,28.0,10.0,21.0,29.0,8.0,15.0,23.0,8.0,12.0,17.0,6.0,7.0,8.0,6.0,8.0,8.0,9.0,28.0,36.0,41.0,49.0,5.0,7.0
2010,11,26,4,163,40,2,4,12,0,44000000,63.0,14.0,12.0,7.0,21.0,15.0,19.0,23.0,32.0,23.0,33.0,36.0,29.0,40.0,45.0,47.0,50.0,7.0,1.0,4.0,9.0,6.0,5.0,49.0,252.0,42.0,77.0,84.0,301.0,42.0,8.0,13.0,19.0,9.0,20.0,27.0,9.0,20.0,28.0,9.0,15.0,23.0,9.0,12.0,17.0,7.0,8.0,8.0,5.0,8.0,8.0,8.0,19.0,28.0,32.0,46.0,4.0,7.0
2010,12,3,4,133,38,4,3,11,1,15000000,51.8,17.5,9.0,12.0,7.0,28.0,15.0,19.0,36.0,32.0,23.0,41.0,36.0,29.0,49.0,45.0,47.0,5.0,7.0,1.0,7.0,9.0,6.0,252.0,21.0,119.0,35.0,56.0,28.0,7.0,9.0,14.0,18.0,9.0,19.0,27.0,9.0,19.0,28.0,9.0,15.0,22.0,9.0,11.0,17.0,7.0,8.0,8.0,5.0,7.0,8.0,2.0,3.0,10.0,33.0,46.0,7.0,8.0
2010,12,10,4,94,44,3,2,15,1,28000000,99.4,24.5,8.0,9.0,12.0,19.0,28.0,15.0,28.0,36.0,32.0,32.0,41.0,36.0,46.0,49.0,45.0,4.0,5.0,7.0,7.0,7.0,9.0,56.0,1190.0,2002.0,567.0,7.0,21.0,63.0,8.0,14.0,18.0,9.0,19.0,28.0,9.0,20.0,29.0,9.0,16.0,22.0,8.0,10.0,16.0,7.0,8.0,8.0,5.0,6.0,8.0,3.0,20.0,29.0,35.0,42.0,3.0,8.0
2010,12,17,4,129,39,2,3,11,1,43000000,42.0,31.5,2.0,8.0,9.0,3.0,19.0,28.0,10.0,28.0,36.0,33.0,32.0,41.0,46.0,46.0,49.0,7.0,4.0,5.0,8.0,7.0,7.0,140.0,49.0,91.0,364.0,49.0,56.0,7.0,9.0,14.0,18.0,8.0,18.0,28.0,9.0,19.0,29.0,9.0,17.0,23.0,8.0,9.0,16.0,6.0,8.0,8.0,5.0,6.0,8.0,19.0,36.0,38.0,42.0,46.0,2.0,8.0
2010,12,24,4,181,27,4,4,10,2,15000000,28.0,70.0,3.0,2.0,8.0,20.0,3.0,19.0,29.0,10.0,28.0,35.0,33.0,32.0,42.0,46.0,46.0,3.0,7.0,4.0,8.0,8.0,7.0,833.0,483.0,322.0,469.0,14.0,133.0,7.0,10.0,15.0,19.0,8.0,19.0,29.0,10.0,20.0,28.0,9.0,18.0,23.0,7.0,9.0,16.0,7.0,8.0,8.0,5.0,6.0,8.0,2.0,24.0,34.0,38.0,43.0,1.0,7.0
2010,12,31,4,141,41,4,3,8,0,15000000,86.8,35.0,19.0,3.0,2.0,36.0,20.0,3.0,38.0,29.0,10.0,42.0,35.0,33.0,46.0,42.0,46.0,2.0,3.0,7.0,8.0,8.0,8.0,21.0,119.0,210.0,77.0,77.0,49.0,28.0,9.0,15.0,18.0,8.0,19.0,29.0,10.0,20.0,28.0,9.0,18.0,22.0,7.0,9.0,16.0,7.0,8.0,8.0,5.0,6.0,8.0,1.0,22.0,32.0,48.0,50.0,6.0,7.0
2011,1,7,4,153,49,4,3,13,1,15000000,72.8,31.5,2.0,19.0,3.0,24.0,36.0,20.0,34.0,38.0,29.0,38.0,42.0,35.0,43.0,46.0,42.0,1.0,2.0,3.0,7.0,8.0,8.0,98.0,210.0,49.0,1792.0,63.0,91.0,7.0,9.0,14.0,18.0,9.0,19.0,29.0,9.0,19.0,27.0,10.0,18.0,23.0,7.0,9.0,16.0,7.0,8.0,8.0,5.0,6.0,8.0,2.0,14.0,24.0,39.0,44.0,6.0,7.0
2011,1,14,4,123,42,4,2,13,1,15000000,140.0,7.0,1.0,2.0,19.0,22.0,24.0,36.0,32.0,34.0,38.0,48.0,38.0,42.0,50.0,43.0,46.0,6.0,1.0,2.0,7.0,7.0,8.0,14.0,581.0,217.0,98.0,217.0,7.0,7.0,8.0,14.0,18.0,9.0,19.0,30.0,9.0,20.0,27.0,10.0,17.0,23.0,8.0,10.0,16.0,7.0,8.0,8.0,4.0,6.0,8.0,3.0,11.0,13.0,18.0,21.0,4.0,5.0
2011,1,21,4,66,18,1,0,9,1,29000000,110.6,52.5,2.0,1.0,2.0,14.0,22.0,24.0,24.0,32.0,34.0,39.0,48.0,38.0,44.0,50.0,43.0,6.0,6.0,1.0,7.0,7.0,7.0,35.0,280.0,147.0,1575.0,2044.0,49.0,77.0,7.0,14.0,17.0,10.0,20.0,29.0,9.0,19.0,27.0,10.0,17.0,24.0,8.0,11.0,17.0,7.0,8.0,8.0,4.0,6.0,8.0,13.0,23.0,24.0,41.0,42.0,1.0,5.0
2011,1,28,4,143,29,2,2,6,0,15000000,39.2,17.5,3.0,2.0,1.0,11.0,14.0,22.0,13.0,24.0,32.0,18.0,39.0,48.0,21.0,44.0,50.0,4.0,6.0,6.0,5.0,7.0,7.0,147.0,84.0,14.0,63.0,42.0,28.0,7.0,7.0,14.0,17.0,10.0,19.0,29.0,9.0,19.0,27.0,9.0,17.0,24.0,7.0,11.0,17.0,7.0,8.0,8.0,3.0,6.0,8.0,2.0,11.0,24.0,35.0,47.0,5.0,9.0
2011,2,4,4,119,45,2,2,14,0,28000000,35.0,42.0,13.0,3.0,2.0,23.0,11.0,14.0,24.0,13.0,24.0,41.0,18.0,39.0,42.0,21.0,44.0,1.0,4.0,6.0,5.0,5.0,7.0,21.0,14.0,7.0,49.0,84.0,70.0,77.0,6.0,14.0,17.0,9.0,18.0,29.0,8.0,18.0,27.0,9.0,16.0,24.0,7.0,11.0,17.0,7.0,8.0,8.0,4.0,6.0,8.0,12.0,14.0,15.0,19.0,23.0,7.0,8.0
2011,2,11,4,83,11,2,0,15,1,15000000,51.8,38.5,2.0,13.0,3.0,11.0,23.0,11.0,24.0,24.0,13.0,35.0,41.0,18.0,47.0,42.0,21.0,5.0,1.0,4.0,9.0,5.0,5.0,84.0,28.0,182.0,945.0,1946.0,63.0,49.0,6.0,13.0,17.0,8.0,18.0,29.0,8.0,18.0,27.0,9.0,17.0,25.0,8.0,12.0,18.0,7.0,8.0,8.0,4.0,6.0,8.0,2.0,3.0,15.0,45.0,49.0,5.0,9.0
2011,2,18,4,114,47,1,2,14,0,28000000,44.8,14.0,12.0,2.0,13.0,14.0,11.0,23.0,15.0,24.0,24.0,19.0,35.0,41.0,23.0,47.0,42.0,7.0,5.0,1.0,8.0,9.0,5.0,14.0,70.0,7.0,1022.0,84.0,14.0,14.0,6.0,13.0,17.0,8.0,17.0,29.0,7.0,18.0,26.0,9.0,17.0,26.0,9.0,12.0,18.0,7.0,8.0,8.0,4.0,6.0,8.0,12.0,13.0,42.0,45.0,48.0,3.0,9.0
2011,2,25,4,160,36,3,3,12,0,43000000,25.2,38.5,2.0,12.0,2.0,3.0,14.0,11.0,15.0,15.0,24.0,45.0,19.0,35.0,49.0,23.0,47.0,5.0,7.0,5.0,9.0,8.0,9.0,14.0,217.0,1295.0,7.0,147.0,70.0,7.0,6.0,13.0,17.0,8.0,18.0,28.0,7.0,18.0,27.0,9.0,16.0,26.0,10.0,12.0,18.0,7.0,8.0,8.0,4.0,6.0,8.0,11.0,25.0,27.0,28.0,41.0,5.0,8.0
2011,3,4,4,132,30,1,3,13,1,59000000,103.6,17.5,12.0,2.0,12.0,13.0,3.0,14.0,42.0,15.0,15.0,45.0,45.0,19.0,48.0,49.0,23.0,3.0,5.0,7.0,9.0,9.0,8.0,413.0,210.0,406.0,217.0,532.0,14.0,21.0,6.0,14.0,17.0,8.0,18.0,28.0,7.0,19.0,28.0,9.0,17.0,26.0,10.0,13.0,19.0,6.0,8.0,8.0,4.0,6.0,8.0,17.0,19.0,24.0,37.0,46.0,2.0,7.0
2011,3,11,4,143,29,2,2,9,1,80000000,109.2,52.5,11.0,12.0,2.0,25.0,13.0,3.0,27.0,42.0,15.0,28.0,45.0,45.0,41.0,48.0,49.0,5.0,3.0,5.0,8.0,9.0,9.0,175.0,98.0,35.0,231.0,77.0,77.0,56.0,7.0,14.0,17.0,8.0,17.0,27.0,6.0,19.0,28.0,9.0,18.0,26.0,10.0,13.0,19.0,7.0,8.0,8.0,4.0,5.0,8.0,1.0,13.0,20.0,26.0,50.0,6.0,7.0
2011,3,18,4,110,49,3,2,13,1,105000000,89.6,35.0,17.0,11.0,12.0,19.0,25.0,13.0,24.0,27.0,42.0,37.0,28.0,45.0,46.0,41.0,48.0,2.0,5.0,3.0,7.0,8.0,9.0,70.0,21.0,511.0,336.0,70.0,63.0,7.0,7.0,14.0,17.0,7.0,17.0,26.0,6.0,19.0,29.0,9.0,19.0,26.0,10.0,13.0,19.0,7.0,8.0,8.0,4.0,5.0,8.0,6.0,12.0,21.0,27.0,33.0,3.0,7.0
2011,3,25,4,99,27,2,2,10,0,133000000,78.4,17.5,1.0,17.0,11.0,13.0,19.0,25.0,20.0,24.0,27.0,26.0,37.0,28.0,50.0,46.0,41.0,6.0,2.0,5.0,7.0,7.0,8.0,329.0,763.0,637.0,175.0,301.0,28.0,7.0,8.0,15.0,17.0,8.0,17.0,27.0,7.0,19.0,30.0,9.0,19.0,25.0,10.0,14.0,19.0,7.0,8.0,8.0,4.0,5.0,8.0,4.0,17.0,21.0,22.0,33.0,4.0,8.0
2011,4,1,4,97,29,2,1,12,2,15000000,56.0,49.0,6.0,1.0,17.0,12.0,13.0,19.0,21.0,20.0,24.0,27.0,26.0,37.0,33.0,50.0,46.0,3.0,6.0,2.0,7.0,7.0,7.0,161.0,301.0,7.0,1106.0,7.0,70.0,28.0,8.0,15.0,17.0,9.0,17.0,27.0,6.0,18.0,29.0,9.0,20.0,26.0,9.0,14.0,18.0,7.0,8.0,8.0,4.0,5.0,8.0,21.0,23.0,38.0,47.0,50.0,2.0,6.0
2011,4,8,4,179,29,2,3,8,2,15000000,49.0,24.5,4.0,6.0,1.0,17.0,12.0,13.0,21.0,21.0,20.0,22.0,27.0,26.0,33.0,33.0,50.0,4.0,3.0,6.0,8.0,7.0,7.0,154.0,70.0,105.0,217.0,21.0,28.0,147.0,8.0,15.0,17.0,9.0,16.0,26.0,7.0,18.0,28.0,9.0,21.0,26.0,8.0,14.0,18.0,6.0,8.0,8.0,4.0,5.0,8.0,4.0,6.0,21.0,39.0,41.0,2.0,6.0
2011,4,15,4,111,37,2,2,8,2,29000000,35.0,7.0,21.0,4.0,6.0,23.0,17.0,12.0,38.0,21.0,21.0,47.0,22.0,27.0,50.0,33.0,33.0,2.0,4.0,3.0,6.0,8.0,7.0,14.0,231.0,14.0,91.0,42.0,7.0,7.0,8.0,15.0,17.0,9.0,16.0,26.0,7.0,17.0,28.0,9.0,20.0,25.0,7.0,13.0,17.0,6.0,8.0,8.0,4.0,5.0,8.0,11.0,22.0,36.0,45.0,48.0,1.0,4.0
2011,4,22,4,162,37,3,3,5,1,44000000,60.2,52.5,4.0,21.0,4.0,6.0,23.0,17.0,21.0,38.0,21.0,39.0,47.0,22.0,41.0,50.0,33.0,2.0,2.0,4.0,6.0,6.0,8.0,49.0,105.0,147.0,56.0,56.0,84.0,308.0,8.0,14.0,17.0,9.0,16.0,26.0,8.0,16.0,28.0,8.0,20.0,25.0,6.0,13.0,16.0,6.0,7.0,8.0,5.0,6.0,8.0,15.0,25.0,38.0,40.0,41.0,1.0,2.0
2011,4,29,4,159,26,2,3,3,1,15000000,67.2,10.5,11.0,4.0,21.0,22.0,6.0,23.0,36.0,21.0,38.0,45.0,39.0,47.0,48.0,41.0,50.0,1.0,2.0,2.0,4.0,6.0,6.0,1484.0,56.0,21.0,175.0,14.0,7.0,322.0,8.0,15.0,18.0,8.0,16.0,26.0,7.0,15.0,28.0,9.0,20.0,24.0,5.0,13.0,16.0,6.0,7.0,8.0,6.0,7.0,8.0,11.0,16.0,20.0,22.0,28.0,4.0,9.0
2011,5,6,4,97,17,4,1,13,1,28000000,65.8,42.0,15.0,11.0,4.0,25.0,22.0,6.0,38.0,36.0,21.0,40.0,45.0,39.0,41.0,48.0,41.0,1.0,1.0,2.0,2.0,4.0,6.0,14.0,406.0,49.0,35.0,2135.0,35.0,70.0,7.0,14.0,18.0,9.0,17.0,27.0,6.0,14.0,27.0,9.0,19.0,24.0,6.0,14.0,17.0,6.0,7.0,8.0,6.0,7.0,8.0,3.0,10.0,15.0,28.0,45.0,5.0,7.0
2011,5,10,1,101,42,2,2,12,0,100000000,53.0,56.5,11.0,15.0,11.0,16.0,25.0,22.0,20.0,38.0,36.0,22.0,40.0,45.0,28.0,41.0,48.0,4.0,1.0,1.0,9.0,2.0,4.0,109.0,907.0,81.0,67.0,172.0,67.0,46.0,8.0,14.0,18.0,10.0,17.0,28.0,6.0,14.0,27.0,9.0,18.0,24.0,7.0,14.0,17.0,6.0,7.0,8.0,6.0,7.0,8.0,9.0,11.0,17.0,36.0,47.0,1.0,2.0
2011,5,13,4,120,38,1,2,3,1,123000000,54.6,14.0,3.0,11.0,15.0,10.0,16.0,25.0,15.0,20.0,38.0,28.0,22.0,40.0,45.0,28.0,41.0,5.0,4.0,1.0,7.0,9.0,2.0,168.0,98.0,392.0,175.0,98.0,14.0,14.0,8.0,14.0,18.0,10.0,16.0,28.0,6.0,15.0,28.0,9.0,19.0,24.0,7.0,14.0,17.0,6.0,7.0,8.0,6.0,7.0,8.0,20.0,21.0,37.0,45.0,46.0,2.0,3.0
2011,5,17,1,169,26,2,3,5,1,15000000,36.8,28.5,9.0,3.0,11.0,11.0,10.0,16.0,17.0,15.0,20.0,36.0,28.0,22.0,47.0,45.0,28.0,1.0,5.0,4.0,2.0,7.0,9.0,522.0,249.0,312.0,25.0,67.0,32.0,242.0,8.0,14.0,19.0,10.0,17.0,28.0,7.0,15.0,28.0,8.0,18.0,24.0,8.0,14.0,17.0,5.0,7.0,8.0,7.0,8.0,8.0,10.0,14.0,20.0,25.0,42.0,8.0,11.0
2011,5,24,1,118,13,3,2,11,1,15000000,72.6,12.5,10.0,20.0,9.0,14.0,21.0,11.0,20.0,37.0,17.0,25.0,45.0,36.0,42.0,46.0,47.0,8.0,2.0,1.0,11.0,3.0,2.0,207.0,46.0,74.0,67.0,704.0,7.0,18.0,9.0,16.0,20.0,9.0,16.0,26.0,8.0,13.0,27.0,9.0,18.0,25.0,9.0,15.0,16.0,5.0,8.0,8.0,7.0,9.0,9.0,9.0,17.0,25.0,28.0,49.0,8.0,9.0
2011,5,27,4,128,40,1,2,17,1,26000000,30.0,5.0,16.0,10.0,20.0,23.0,14.0,21.0,24.0,20.0,37.0,26.0,25.0,45.0,29.0,42.0,46.0,2.0,8.0,2.0,9.0,11.0,3.0,14.0,56.0,539.0,17.0,98.0,7.0,3.0,8.0,15.0,20.0,10.0,15.0,26.0,9.0,14.0,28.0,8.0,17.0,25.0,9.0,15.0,16.0,5.0,8.0,8.0,7.0,9.0,9.0,1.0,9.0,10.0,22.0,50.0,5.0,11.0
2011,5,31,1,92,49,3,1,16,0,33000000,33.4,16.0,9.0,16.0,10.0,17.0,23.0,14.0,25.0,24.0,20.0,28.0,26.0,25.0,49.0,29.0,42.0,8.0,2.0,8.0,9.0,9.0,11.0,74.0,291.0,172.0,25.0,53.0,21.0,11.0,8.0,15.0,20.0,10.0,15.0,26.0,9.0,14.0,28.0,7.0,16.0,25.0,10.0,14.0,16.0,5.0,8.0,8.0,6.0,9.0,9.0,4.0,39.0,40.0,49.0,50.0,2.0,5.0
2011,6,3,4,182,46,3,4,7,1,46000000,28.6,6.5,1.0,9.0,16.0,9.0,17.0,23.0,10.0,25.0,24.0,22.0,28.0,26.0,50.0,49.0,29.0,5.0,8.0,2.0,11.0,9.0,9.0,49.0,322.0,896.0,504.0,3.0,10.0,126.0,9.0,15.0,19.0,10.0,16.0,26.0,9.0,14.0,28.0,8.0,16.0,25.0,9.0,14.0,16.0,5.0,8.0,8.0,6.0,9.0,9.0,6.0,25.0,36.0,38.0,40.0,4.0,10.0
2011,6,10,4,127,45,2,2,19,1,68000000,43.2,12.0,6.0,4.0,1.0,25.0,39.0,9.0,36.0,40.0,10.0,38.0,49.0,22.0,40.0,50.0,50.0,4.0,2.0,5.0,10.0,5.0,11.0,31.0,91.0,21.0,91.0,49.0,14.0,10.0,8.0,15.0,19.0,10.0,16.0,26.0,9.0,13.0,27.0,9.0,16.0,25.0,9.0,13.0,17.0,5.0,8.0,8.0,7.0,10.0,10.0,5.0,12.0,19.0,41.0,48.0,8.0,10.0
2011,6,14,1,125,43,2,2,18,2,76000000,74.0,5.5,3.0,6.0,4.0,19.0,25.0,39.0,20.0,36.0,40.0,37.0,38.0,49.0,48.0,40.0,50.0,8.0,4.0,2.0,11.0,10.0,5.0,298.0,81.0,466.0,137.0,4.0,4.0,7.0,9.0,15.0,19.0,10.0,16.0,26.0,9.0,14.0,28.0,10.0,16.0,25.0,8.0,13.0,17.0,5.0,8.0,8.0,6.0,10.0,10.0,11.0,16.0,21.0,22.0,44.0,3.0,8.0
2011,6,17,4,114,33,3,1,11,1,91000000,52.2,17.0,5.0,3.0,6.0,12.0,19.0,25.0,19.0,20.0,36.0,41.0,37.0,38.0,48.0,48.0,40.0,8.0,8.0,4.0,10.0,11.0,10.0,42.0,42.0,63.0,17.0,154.0,84.0,77.0,10.0,15.0,19.0,10.0,16.0,26.0,9.0,14.0,28.0,9.0,15.0,24.0,8.0,14.0,17.0,5.0,8.0,8.0,6.0,10.0,10.0,17.0,20.0,35.0,49.0,50.0,3.0,4.0
2011,6,21,1,171,33,2,3,7,1,101000000,41.8,9.0,11.0,5.0,3.0,16.0,12.0,19.0,21.0,19.0,20.0,22.0,41.0,37.0,44.0,48.0,48.0,3.0,8.0,8.0,8.0,10.0,11.0,102.0,186.0,256.0,18.0,18.0,4.0,60.0,10.0,15.0,19.0,10.0,17.0,26.0,9.0,15.0,27.0,8.0,14.0,24.0,7.0,13.0,17.0,5.0,7.0,8.0,6.0,10.0,10.0,5.0,16.0,20.0,30.0,41.0,6.0,11.0
2011,6,24,4,112,36,3,2,17,1,119000000,57.8,42.0,17.0,11.0,5.0,20.0,16.0,12.0,35.0,21.0,19.0,49.0,22.0,41.0,50.0,44.0,48.0,3.0,3.0,8.0,4.0,8.0,10.0,10.0,7.0,14.0,301.0,56.0,98.0,14.0,9.0,14.0,19.0,9.0,16.0,26.0,9.0,15.0,27.0,8.0,15.0,24.0,7.0,13.0,17.0,6.0,7.0,8.0,6.0,10.0,10.0,15.0,16.0,30.0,44.0,50.0,2.0,3.0
2011,6,28,1,155,35,4,3,5,1,132000000,15.0,16.0,5.0,17.0,11.0,16.0,20.0,16.0,20.0,35.0,21.0,30.0,49.0,22.0,41.0,50.0,44.0,6.0,3.0,3.0,11.0,4.0,8.0,60.0,4.0,403.0,536.0,7.0,25.0,42.0,9.0,13.0,19.0,8.0,16.0,26.0,9.0,15.0,27.0,8.0,16.0,25.0,6.0,13.0,17.0,6.0,7.0,8.0,7.0,10.0,10.0,8.0,11.0,23.0,31.0,46.0,8.0,9.0
2011,7,1,4,119,38,2,2,17,1,152000000,113.2,24.5,15.0,5.0,17.0,16.0,16.0,20.0,30.0,20.0,35.0,44.0,30.0,49.0,50.0,41.0,50.0,2.0,6.0,3.0,3.0,11.0,4.0,210.0,49.0,231.0,623.0,45.0,17.0,35.0,9.0,14.0,19.0,8.0,16.0,26.0,9.0,15.0,27.0,8.0,17.0,26.0,6.0,13.0,17.0,6.0,7.0,8.0,7.0,10.0,10.0,11.0,28.0,29.0,47.0,49.0,1.0,5.0
2011,7,5,1,164,38,1,4,6,0,171000000,30.4,42.5,8.0,15.0,5.0,11.0,16.0,16.0,23.0,30.0,20.0,31.0,44.0,30.0,46.0,50.0,41.0,8.0,2.0,6.0,9.0,3.0,11.0,18.0,221.0,200.0,88.0,39.0,53.0,32.0,8.0,14.0,19.0,8.0,17.0,25.0,9.0,16.0,27.0,9.0,17.0,26.0,7.0,13.0,17.0,6.0,7.0,8.0,7.0,10.0,10.0,12.0,13.0,23.0,40.0,49.0,7.0,10.0
2011,7,8,4,137,37,2,2,17,1,185000000,35.4,41.5,11.0,8.0,15.0,28.0,11.0,16.0,29.0,23.0,30.0,47.0,31.0,44.0,49.0,46.0,50.0,1.0,8.0,2.0,5.0,9.0,3.0,133.0,112.0,7.0,70.0,3.0,147.0,24.0,8.0,15.0,19.0,8.0,17.0,25.0,8.0,16.0,26.0,10.0,17.0,26.0,7.0,13.0,17.0,7.0,8.0,8.0,7.0,10.0,10.0,17.0,19.0,38.0,42.0,45.0,9.0,10.0
2011,7,15,4,138,33,3,4,7,1,15000000,86.6,20.5,17.0,12.0,11.0,19.0,13.0,28.0,38.0,23.0,29.0,42.0,40.0,47.0,45.0,49.0,49.0,9.0,7.0,1.0,10.0,10.0,5.0,38.0,490.0,252.0,763.0,266.0,24.0,24.0,7.0,15.0,19.0,8.0,18.0,24.0,9.0,17.0,25.0,10.0,18.0,27.0,8.0,13.0,17.0,7.0,9.0,9.0,7.0,10.0,10.0,3.0,16.0,25.0,26.0,35.0,5.0,9.0
2011,7,19,1,105,32,2,2,14,0,21000000,26.8,10.5,6.0,17.0,12.0,26.0,19.0,13.0,33.0,38.0,23.0,34.0,42.0,40.0,39.0,45.0,49.0,3.0,9.0,7.0,4.0,10.0,10.0,39.0,21.0,53.0,56.0,851.0,49.0,18.0,8.0,14.0,19.0,7.0,18.0,23.0,9.0,17.0,25.0,10.0,18.0,27.0,8.0,14.0,18.0,8.0,9.0,9.0,7.0,10.0,10.0,4.0,15.0,23.0,49.0,50.0,2.0,6.0
2011,7,22,4,141,46,2,2,8,2,15000000,25.0,26.0,3.0,6.0,17.0,16.0,26.0,19.0,25.0,33.0,38.0,26.0,34.0,42.0,35.0,39.0,45.0,5.0,3.0,9.0,9.0,4.0,10.0,49.0,245.0,14.0,31.0,24.0,24.0,98.0,9.0,14.0,19.0,8.0,18.0,22.0,8.0,17.0,24.0,9.0,17.0,26.0,7.0,14.0,18.0,8.0,9.0,9.0,7.0,10.0,10.0,1.0,5.0,22.0,25.0,48.0,3.0,11.0
